Date,PCR_GLOBWB2
1969-02-28,611.71606
1969-03-31,879.9516
1969-04-30,11221.889
1969-05-31,11128.378
1969-06-30,9945.25
1969-07-31,18171.062
1969-08-31,8753.816
1969-09-30,23567.227
1969-10-31,14825.201
1969-11-30,5960.6167
1969-12-31,2163.0144
1970-01-31,1591.0076
1970-02-28,729.8928
1970-03-31,1264.1313
1970-04-30,2911.8018
1970-05-31,8233.684
1970-06-30,8713.69
1970-07-31,8008.1206
1970-08-31,12068.184
1970-09-30,16015.258
1970-10-31,5557.0547
1970-11-30,2426.4146
1970-12-31,754.87787
1971-01-31,1052.006
1971-02-28,317.78693
1971-03-31,843.3922
1971-04-30,1885.4373
1971-05-31,2632.4888
1971-06-30,3451.5562
1971-07-31,7482.259
1971-08-31,17242.287
1971-09-30,3961.5283
1971-10-31,15107.658
1971-11-30,5714.24
1971-12-31,5413.1187
1972-01-31,3008.126
1972-02-29,1731.1815
1972-03-31,2163.319
1972-04-30,1579.882
1972-05-31,2377.2605
1972-06-30,6402.501
1972-07-31,5467.1313
1972-08-31,8114.548
1972-09-30,13628.419
1972-10-31,18149.766
1972-11-30,9692.467
1972-12-31,3497.1482
1973-01-31,1953.8785
1973-02-28,1972.935
1973-03-31,7774.0776
1973-04-30,9500.006
1973-05-31,30921.062
1973-06-30,13398.414
1973-07-31,11637.09
1973-08-31,7308.986
1973-09-30,8505.174
1973-10-31,3699.4385
1973-11-30,777.72577
1973-12-31,408.89117
1974-01-31,654.6759
1974-02-28,199.0768
1974-03-31,5204.9775
1974-04-30,3181.8826
1974-05-31,5129.3823
1974-06-30,3589.8896
1974-07-31,9353.863
1974-08-31,18004.053
1974-09-30,4690.405
1974-10-31,8358.358
1974-11-30,4162.7236
1974-12-31,1248.4082
1975-01-31,1125.4187
1975-02-28,918.332
1975-03-31,5998.0034
1975-04-30,8557.74
1975-05-31,17281.998
1975-06-30,13980.761
1975-07-31,18862.105
1975-08-31,7680.781
1975-09-30,13691.317
1975-10-31,1665.6399
1975-11-30,1428.329
1975-12-31,629.6364
1976-01-31,171.83517
1976-02-29,1037.4191
1976-03-31,1430.2518
1976-04-30,4472.2803
1976-05-31,9775.805
1976-06-30,6083.0776
1976-07-31,3783.9014
1976-08-31,9762.976
1976-09-30,4590.099
1976-10-31,2716.6118
1976-11-30,868.0795
1976-12-31,189.77888
1977-01-31,339.2939
1977-02-28,782.18353
1977-03-31,775.4321
1977-04-30,6674.7925
1977-05-31,4619.7666
1977-06-30,2228.5325
1977-07-31,8900.391
1977-08-31,14231.015
1977-09-30,5522.7676
1977-10-31,2300.2285
1977-11-30,3853.497
1977-12-31,632.5962
1978-01-31,1341.4648
1978-02-28,2571.2722
1978-03-31,6905.7227
1978-04-30,4410.184
1978-05-31,11118.733
1978-06-30,7266.668
1978-07-31,4044.008
1978-08-31,4657.4165
1978-09-30,2165.6624
1978-10-31,2618.199
1978-11-30,7884.2266
1978-12-31,4690.7603
1979-01-31,4508.6973
1979-02-28,3836.8625
1979-03-31,4071.9663
1979-04-30,12157.64
1979-05-31,19154.568
1979-06-30,22529.04
1979-07-31,5376.051
1979-08-31,11105.79
1979-09-30,3706.8943
1979-10-31,1811.0669
1979-11-30,2933.374
1979-12-31,1180.8282
1980-01-31,3298.241
1980-02-29,6088.5234
1980-03-31,3416.7544
1980-04-30,9209.517
1980-05-31,21652.834
1980-06-30,13070.592
1980-07-31,2813.5813
1980-08-31,6191.178
1980-09-30,5972.0195
1980-10-31,2116.342
1980-11-30,2344.3057
1980-12-31,2341.946
1981-01-31,834.86847
1981-02-28,1014.31665
1981-03-31,3264.55
1981-04-30,4984.8257
1981-05-31,6145.74
1981-06-30,3814.9182
1981-07-31,12775.593
1981-08-31,11209.278
1981-09-30,7490.819
1981-10-31,6771.5044
1981-11-30,2005.0413
1981-12-31,1625.2761
1982-01-31,1394.8059
1982-02-28,1710.3339
1982-03-31,5657.79
1982-04-30,5655.527
1982-05-31,10807.853
1982-06-30,4560.267
1982-07-31,1623.8807
1982-08-31,15290.926
1982-09-30,18466.207
1982-10-31,7169.677
1982-11-30,5201.246
1982-12-31,5592.8145
1983-01-31,4059.8503
1983-02-28,7664.4893
1983-03-31,9378.819
1983-04-30,8622.585
1983-05-31,10391.142
1983-06-30,12057.697
1983-07-31,6021.9106
1983-08-31,7980.7686
1983-09-30,4734.632
1983-10-31,9515.447
1983-11-30,3504.2417
1983-12-31,2522.8503
1984-01-31,1575.0348
1984-02-29,853.8924
1984-03-31,3943.8625
1984-04-30,10083.134
1984-05-31,16260.692
1984-06-30,9016.0625
1984-07-31,8125.9634
1984-08-31,14294.349
1984-09-30,7244.0503
1984-10-31,14562.348
1984-11-30,7916.419
1984-12-31,7867.9253
1985-01-31,6414.421
1985-02-28,6307.998
1985-03-31,13340.478
1985-04-30,15432.033
1985-05-31,21770.582
1985-06-30,12111.491
1985-07-31,6983.6084
1985-08-31,13055.243
1985-09-30,11014.285
1985-10-31,17546.111
1985-11-30,7195.6187
1985-12-31,4385.8003
1986-01-31,2721.0112
1986-02-28,6131.288
1986-03-31,4714.2524
1986-04-30,9442.634
1986-05-31,8258.322
1986-06-30,13579.869
1986-07-31,17243.758
1986-08-31,10326.431
1986-09-30,12453.101
1986-10-31,18753.58
1986-11-30,17152.883
1986-12-31,8882.35
1987-01-31,5646.7666
1987-02-28,8374.244
1987-03-31,8841.872
1987-04-30,13834.241
1987-05-31,20659.428
1987-06-30,14173.299
1987-07-31,6535.439
1987-08-31,11006.685
1987-09-30,5573.083
1987-10-31,2901.5435
1987-11-30,6982.489
1987-12-31,3054.9922
1988-01-31,2678.2625
1988-02-29,2025.732
1988-03-31,5933.2207
1988-04-30,12008.299
1988-05-31,9315.414
1988-06-30,8945.723
1988-07-31,9486.837
1988-08-31,17844.62
1988-09-30,20231.102
1988-10-31,5749.18
1988-11-30,3531.4204
1988-12-31,2199.0825
1989-01-31,2348.6948
1989-02-28,2378.3406
1989-03-31,9732.918
1989-04-30,4010.6436
1989-05-31,5437.7295
1989-06-30,3569.244
1989-07-31,5017.4717
1989-08-31,12863.858
1989-09-30,6616.655
1989-10-31,7009.5454
1989-11-30,1324.2584
1989-12-31,717.7034
1990-01-31,552.1486
1990-02-28,1086.6001
1990-03-31,3828.1133
1990-04-30,9509.215
1990-05-31,11247.024
1990-06-30,7903.873
1990-07-31,11839.854
1990-08-31,11389.893
1990-09-30,12233.283
1990-10-31,13002.786
1990-11-30,10079.202
1990-12-31,5128.2104
1991-01-31,3619.641
1991-02-28,3496.9136
1991-03-31,5554.7183
1991-04-30,7405.2607
1991-05-31,9681.884
1991-06-30,8151.2896
1991-07-31,12236.793
1991-08-31,13674.879
1991-09-30,10429.582
1991-10-31,2312.4817
1991-11-30,6106.706
1991-12-31,6798.6406
1992-01-31,3722.631
1992-02-29,3742.5964
1992-03-31,6293.452
1992-04-30,15581.969
1992-05-31,18442.89
1992-06-30,8134.771
1992-07-31,7815.5415
1992-08-31,14904.173
1992-09-30,8281.486
1992-10-31,2760.9812
1992-11-30,3075.5664
1992-12-31,2473.219
1993-01-31,5286.182
1993-02-28,4344.055
1993-03-31,8693.118
1993-04-30,9754.138
1993-05-31,17943.832
1993-06-30,9995.648
1993-07-31,3263.7073
1993-08-31,14174.891
1993-09-30,19064.621
1993-10-31,5170.42
1993-11-30,5679.385
1993-12-31,2465.3787
1994-01-31,1278.4104
1994-02-28,2864.0813
1994-03-31,6255.4424
1994-04-30,10919.5625
1994-05-31,13376.573
1994-06-30,4959.4478
1994-07-31,4326.0
1994-08-31,11835.889
1994-09-30,13204.016
1994-10-31,10992.322
1994-11-30,15913.563
1994-12-31,7371.7334
1995-01-31,6040.3228
1995-02-28,6246.3447
1995-03-31,9581.75
1995-04-30,9459.849
1995-05-31,12556.513
1995-06-30,10641.965
1995-07-31,8371.99
1995-08-31,5862.765
1995-09-30,9295.84
1995-10-31,2867.6758
1995-11-30,1991.7264
1995-12-31,951.3202
1996-01-31,1166.5741
1996-02-29,1570.9836
1996-03-31,1103.5481
1996-04-30,1686.9587
1996-05-31,458.65698
1996-06-30,3142.954
1996-07-31,7973.5796
1996-08-31,5475.664
1996-09-30,6331.805
1996-10-31,3729.2402
1996-11-30,5062.252
1996-12-31,3123.6436
1997-01-31,3554.668
1997-02-28,3231.4092
1997-03-31,7318.3105
1997-04-30,9122.11
1997-05-31,14279.074
1997-06-30,9382.507
1997-07-31,4170.514
1997-08-31,23953.195
1997-09-30,18456.361
1997-10-31,11603.821
1997-11-30,6102.7363
1997-12-31,4595.8145
1998-01-31,3520.9658
1998-02-28,4090.6655
1998-03-31,9703.788
1998-04-30,8716.891
1998-05-31,9508.601
1998-06-30,4776.96
1998-07-31,12947.958
1998-08-31,14834.143
1998-09-30,3195.2144
1998-10-31,13028.565
1998-11-30,15284.345
1998-12-31,6253.893
1999-01-31,2899.4902
1999-02-28,2086.1614
1999-03-31,3530.7825
1999-04-30,4051.807
1999-05-31,14443.612
1999-06-30,11012.549
1999-07-31,13547.141
1999-08-31,28435.414
1999-09-30,9964.511
1999-10-31,3596.5425
1999-11-30,1507.1223
1999-12-31,962.3699
2000-01-31,1155.9836
2000-02-29,1106.2563
2000-03-31,3658.3455
2000-04-30,9327.92
2000-05-31,7150.6206
2000-06-30,3195.352
2000-07-31,4274.0015
2000-08-31,6506.4043
2000-09-30,2753.3667
2000-10-31,10857.712
2000-11-30,8435.19
2000-12-31,2925.3015
2001-01-31,2845.4656
2001-02-28,6346.046
2001-03-31,10849.314
2001-04-30,12248.474
2001-05-31,18282.88
2001-06-30,6356.32
2001-07-31,5879.5713
2001-08-31,12693.276
2001-09-30,3766.4558
2001-10-31,1162.9105
2001-11-30,1759.545
2001-12-31,977.8654
2002-01-31,744.6781
2002-02-28,667.55927
2002-03-31,399.2379
2002-04-30,1053.3245
2002-05-31,294.37064
2002-06-30,528.65955
2002-07-31,3533.0847
2002-08-31,2947.8489
2002-09-30,10261.581
2002-10-31,5345.5005
2002-11-30,6627.6733
2002-12-31,2978.7935
2003-01-31,1348.1084
2003-02-28,2464.905
2003-03-31,7431.044
2003-04-30,5960.8813
2003-05-31,5034.605
2003-06-30,2299.7725
2003-07-31,893.0111
2003-08-31,4099.5425
2003-09-30,11471.669
2003-10-31,4734.692
2003-11-30,3050.7542
2003-12-31,1182.9604
2004-01-31,837.4756
2004-02-29,1878.2039
2004-03-31,9415.491
2004-04-30,10626.091
2004-05-31,7806.1255
2004-06-30,1583.6809
2004-07-31,4790.9595
2004-08-31,4078.9788
2004-09-30,4175.479
2004-10-31,6241.3486
2004-11-30,4627.451
2004-12-31,2773.7886
2005-01-31,6603.5005
2005-02-28,10264.496
2005-03-31,8268.33
2005-04-30,15563.321
2005-05-31,13396.279
2005-06-30,8568.481
2005-07-31,3076.5613
2005-08-31,11785.126
2005-09-30,4933.067
2005-10-31,13469.787
2005-11-30,2802.4558
2005-12-31,1809.2239
2006-01-31,945.9901
2006-02-28,432.41403
2006-03-31,1401.1415
2006-04-30,2566.142
2006-05-31,2889.8672
2006-06-30,1315.6425
2006-07-31,13375.88
2006-08-31,21116.486
2006-09-30,12315.378
2006-10-31,11444.354
2006-11-30,3744.7495
2006-12-31,2540.2307
2007-01-31,2087.1255
2007-02-28,3214.4978
2007-03-31,10134.824
2007-04-30,7515.3477
2007-05-31,13875.133
2007-06-30,5886.1157
2007-07-31,5625.4463
2007-08-31,19425.88
2007-09-30,7847.431
2007-10-31,5267.362
2007-11-30,1356.8635
2007-12-31,6878.9487
2008-01-31,4139.957
2008-02-29,3470.6538
2008-03-31,4412.1777
2008-04-30,5266.674
2008-05-31,10577.994
2008-06-30,7246.836
2008-07-31,7696.8174
2008-08-31,10612.888
2008-09-30,6006.4087
2008-10-31,4870.3037
2008-11-30,1905.3367
2008-12-31,2175.832
2009-01-31,1151.5272
2009-02-28,2020.2078
2009-03-31,3891.4736
2009-04-30,5627.3726
2009-05-31,9620.56
2009-06-30,6370.519
2009-07-31,5985.3716
2009-08-31,3896.4097
2009-09-30,8182.0513
2009-10-31,5512.833
2009-11-30,3071.8203
2009-12-31,1440.7166
2010-01-31,1654.3636
2010-02-28,1627.5944
2010-03-31,5744.2183
2010-04-30,15344.828
2010-05-31,6173.4624
2010-06-30,3934.078
2010-07-31,5208.9067
2010-08-31,10942.646
2010-09-30,5468.9243
2010-10-31,4411.86
2010-11-30,1259.9266
2010-12-31,2217.6865
2011-01-31,976.9798
2011-02-28,809.11084
2011-03-31,1123.9811
2011-04-30,619.5788
2011-05-31,1047.6957
2011-06-30,1248.9629
2011-07-31,1437.9146
2011-08-31,4099.958
2011-09-30,2726.8506
2011-10-31,4669.9717
2011-11-30,2018.6111
2011-12-31,1348.9923
2012-01-31,1289.17
2012-02-29,478.49194
2012-03-31,4005.0352
2012-04-30,5468.801
2012-05-31,3963.8796
2012-06-30,596.9453
2012-07-31,2461.811
2012-08-31,2194.6982
2012-09-30,1576.7385
2012-10-31,319.62103
2012-11-30,233.14458
2012-12-31,170.11017
2013-01-31,346.04788
2013-02-28,258.91623
2013-03-31,969.9696
2013-04-30,504.8109
2013-05-31,1260.6151
2013-06-30,1014.6228
2013-07-31,7181.6377
2013-08-31,6646.235
2013-09-30,14067.236
2013-10-31,3572.2075
2013-11-30,3226.239
2013-12-31,1910.272
2014-01-31,581.8322
2014-02-28,1684.8307
2014-03-31,1757.4983
2014-04-30,3263.7734
2014-05-31,4816.454
2014-06-30,3971.2424
2014-07-31,7245.5586
2014-08-31,15682.426
2014-09-30,6843.2173
2014-10-31,6510.6333
2014-11-30,2868.306
2014-12-31,3834.3345
2015-01-31,2110.5103
2015-02-28,2989.7927
2015-03-31,6707.3896
2015-04-30,4797.6436
2015-05-31,16934.852
2015-06-30,14403.795
2015-07-31,11903.941
2015-08-31,14525.65
2015-09-30,5282.6816
2015-10-31,5529.633
2015-11-30,4066.751
2015-12-31,3905.4963
